sklep_id,dzien_tyg,data,sprzedaz,liczba_klientow,czy_otwarty,czy_promocja,czy_swieto,czy_swieto_szkolne,sklep_typ,sklep_asort,sklep_konkurencja
18,1,22.09.2021,5785,691,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,1,22.09.2021,4957,584,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
21,1,22.09.2021,3937,432,Tak,Nie,Nie,Nie,c,Rozszerzony,550
23,1,22.09.2021,4337,419,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,1,22.09.2021,7736,735,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,1,22.09.2021,9236,1476,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,1,22.09.2021,5160,486,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,1,22.09.2021,6250,828,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,1,22.09.2021,4420,555,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,1,22.09.2021,5939,597,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,1,22.09.2021,3497,543,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,1,22.09.2021,5027,549,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
33,1,22.09.2021,6773,780,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,1,22.09.2021,6425,897,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,1,22.09.2021,7708,683,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
37,1,22.09.2021,4822,589,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,1,22.09.2021,4559,446,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,1,22.09.2021,3342,528,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,1,22.09.2021,4052,548,Tak,Nie,Nie,Nie,a,Podstawowy,180
42,1,22.09.2021,7847,934,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,1,22.09.2021,5791,602,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,1,22.09.2021,4964,635,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,1,22.09.2021,3777,336,Tak,Nie,Nie,Nie,d,Podstawowy,9710
47,1,22.09.2021,6245,861,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,1,22.09.2021,3502,385,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,1,22.09.2021,5721,450,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,1,22.09.2021,2731,276,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,1270
2,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,570
3,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,14130
4,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Rozszerzony,620
5,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,29910
6,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,310
7,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,24000
8,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,7520
9,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,2030
10,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,3160
11,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,960
12,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,1070
14,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1300
15,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,4110
16,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,3270
17,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,50
18,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,13840
19,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,3240
21,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Rozszerzony,550
23,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,4060
24,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,4590
25,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,430
26,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,2300
27,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,60
28,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1200
29,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,2170
30,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,40
31,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,9800
33,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,1320
34,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,2240
35,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,7660
37,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,c,Podstawowy,4230
38,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,1090
39,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,260
40,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,180
42,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,290
43,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,4880
44,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,540
45,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,9710
47,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Rozszerzony,270
48,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,a,Podstawowy,1060
49,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Rozszerzony,18010
50,7,21.09.2021,0,0,Nie,Nie,Nie,Nie,d,Podstawowy,6260
1,6,20.09.2021,3911,500,Tak,Nie,Nie,Nie,c,Podstawowy,1270
2,6,20.09.2021,2473,306,Tak,Nie,Nie,Nie,a,Podstawowy,570
3,6,20.09.2021,3574,398,Tak,Nie,Nie,Nie,a,Podstawowy,14130
4,6,20.09.2021,10044,1388,Tak,Nie,Nie,Nie,c,Rozszerzony,620
5,6,20.09.2021,1946,218,Tak,Nie,Nie,Nie,a,Podstawowy,29910
6,6,20.09.2021,3079,365,Tak,Nie,Nie,Nie,a,Podstawowy,310
7,6,20.09.2021,5582,673,Tak,Nie,Nie,Nie,a,Rozszerzony,24000
8,6,20.09.2021,2626,359,Tak,Nie,Nie,Nie,a,Podstawowy,7520
9,6,20.09.2021,5770,539,Tak,Nie,Nie,Nie,a,Rozszerzony,2030
10,6,20.09.2021,5075,539,Tak,Nie,Nie,Nie,a,Podstawowy,3160
11,6,20.09.2021,6271,879,Tak,Nie,Nie,Nie,a,Rozszerzony,960
12,6,20.09.2021,6271,802,Tak,Nie,Nie,Nie,a,Rozszerzony,1070
14,6,20.09.2021,3280,407,Tak,Nie,Nie,Nie,a,Podstawowy,1300
15,6,20.09.2021,4689,538,Tak,Nie,Nie,Nie,d,Rozszerzony,4110
16,6,20.09.2021,5057,537,Tak,Nie,Nie,Nie,a,Rozszerzony,3270
17,6,20.09.2021,2347,352,Tak,Nie,Nie,Nie,a,Podstawowy,50
18,6,20.09.2021,3978,476,Tak,Nie,Nie,Nie,d,Rozszerzony,13840
19,6,20.09.2021,3774,392,Tak,Nie,Nie,Nie,a,Rozszerzony,3240
21,6,20.09.2021,4953,544,Tak,Nie,Nie,Nie,c,Rozszerzony,550
23,6,20.09.2021,3810,394,Tak,Nie,Nie,Nie,d,Podstawowy,4060
24,6,20.09.2021,6565,607,Tak,Nie,Nie,Nie,a,Rozszerzony,4590
25,6,20.09.2021,7800,1157,Tak,Nie,Nie,Nie,c,Podstawowy,430
26,6,20.09.2021,5132,489,Tak,Nie,Nie,Nie,d,Podstawowy,2300
27,6,20.09.2021,6304,833,Tak,Nie,Nie,Nie,a,Podstawowy,60
28,6,20.09.2021,2561,302,Tak,Nie,Nie,Nie,a,Podstawowy,1200
29,6,20.09.2021,6766,629,Tak,Nie,Nie,Nie,d,Rozszerzony,2170
30,6,20.09.2021,4095,680,Tak,Nie,Nie,Nie,a,Podstawowy,40
31,6,20.09.2021,4914,542,Tak,Nie,Nie,Nie,d,Rozszerzony,9800
33,6,20.09.2021,7373,790,Tak,Nie,Nie,Nie,a,Rozszerzony,1320
34,6,20.09.2021,6956,872,Tak,Nie,Nie,Nie,c,Podstawowy,2240
35,6,20.09.2021,7921,664,Tak,Nie,Nie,Nie,d,Rozszerzony,7660
37,6,20.09.2021,7924,925,Tak,Nie,Nie,Nie,c,Podstawowy,4230
38,6,20.09.2021,5652,560,Tak,Nie,Nie,Nie,d,Podstawowy,1090
39,6,20.09.2021,2459,340,Tak,Nie,Nie,Nie,a,Podstawowy,260
40,6,20.09.2021,4680,735,Tak,Nie,Nie,Nie,a,Podstawowy,180
42,6,20.09.2021,7271,855,Tak,Nie,Nie,Nie,a,Rozszerzony,290
43,6,20.09.2021,4474,410,Tak,Nie,Nie,Nie,d,Podstawowy,4880
44,6,20.09.2021,4238,499,Tak,Nie,Nie,Nie,a,Podstawowy,540
45,6,20.09.2021,4900,397,Tak,Nie,Nie,Nie,d,Podstawowy,9710
47,6,20.09.2021,5898,767,Tak,Nie,Nie,Nie,a,Rozszerzony,270
48,6,20.09.2021,2202,267,Tak,Nie,Nie,Nie,a,Podstawowy,1060
49,6,20.09.2021,6802,571,Tak,Nie,Nie,Nie,d,Rozszerzony,18010
50,6,20.09.2021,3417,330,Tak,Nie,Nie,Nie,d,Podstawowy,6260
1,5,19.09.2021,4128,485,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,5,19.09.2021,4491,547,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,5,19.09.2021,7729,803,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,5,19.09.2021,8995,1228,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,5,19.09.2021,4899,598,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,5,19.09.2021,5151,610,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,5,19.09.2021,9661,1086,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,5,19.09.2021,5685,673,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,5,19.09.2021,7345,643,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,5,19.09.2021,5512,609,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,5,19.09.2021,7058,1066,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,5,19.09.2021,7426,939,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,5,19.09.2021,6042,669,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,5,19.09.2021,6557,657,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,5,19.09.2021,7856,916,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,5,19.09.2021,6718,806,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,5,19.09.2021,7138,794,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,5,19.09.2021,7365,710,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,5,19.09.2021,6370,589,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,5,19.09.2021,5930,519,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,5,19.09.2021,8875,844,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,5,19.09.2021,9444,1403,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,5,19.09.2021,7009,597,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,5,19.09.2021,9059,1018,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,5,19.09.2021,5386,598,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,5,19.09.2021,7793,694,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,5,19.09.2021,3931,627,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,5,19.09.2021,5965,579,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,5,19.09.2021,8192,791,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,5,19.09.2021,7751,1007,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,5,19.09.2021,9967,767,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,5,19.09.2021,8363,872,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,5,19.09.2021,6298,542,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,5,19.09.2021,4963,643,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,5,19.09.2021,4594,625,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,5,19.09.2021,10406,1072,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,5,19.09.2021,7307,669,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,5,19.09.2021,6530,791,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,5,19.09.2021,5104,399,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,5,19.09.2021,7509,949,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,5,19.09.2021,3965,384,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,5,19.09.2021,8339,630,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,5,19.09.2021,4371,372,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,4,18.09.2021,3740,447,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,4,18.09.2021,4994,556,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,4,18.09.2021,7563,775,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,4,18.09.2021,8958,1196,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,4,18.09.2021,5003,568,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,4,18.09.2021,5372,611,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,4,18.09.2021,8645,973,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,4,18.09.2021,6552,836,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,4,18.09.2021,5796,576,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,4,18.09.2021,5511,620,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,4,18.09.2021,7472,1081,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,4,18.09.2021,7549,910,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,4,18.09.2021,5620,613,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,4,18.09.2021,6260,655,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,4,18.09.2021,7921,961,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,4,18.09.2021,6602,790,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,4,18.09.2021,6786,713,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,4,18.09.2021,7109,643,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,4,18.09.2021,4974,494,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,4,18.09.2021,5718,502,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,4,18.09.2021,8317,787,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,4,18.09.2021,10073,1534,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,4,18.09.2021,7382,593,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,4,18.09.2021,9500,1102,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,4,18.09.2021,6424,684,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,4,18.09.2021,7602,657,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,4,18.09.2021,5157,691,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,4,18.09.2021,5686,564,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,4,18.09.2021,6562,739,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,4,18.09.2021,6988,934,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,4,18.09.2021,9636,728,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,4,18.09.2021,6236,693,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,4,18.09.2021,5812,530,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,4,18.09.2021,4963,602,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,4,18.09.2021,4681,657,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,4,18.09.2021,9561,1027,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,4,18.09.2021,7821,654,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,4,18.09.2021,5962,710,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,4,18.09.2021,4767,389,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,4,18.09.2021,6961,893,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,4,18.09.2021,3220,355,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,4,18.09.2021,7093,530,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,4,18.09.2021,4300,340,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,3,17.09.2021,4383,490,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,3,17.09.2021,6469,762,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,3,17.09.2021,8034,795,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,3,17.09.2021,8594,1173,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,3,17.09.2021,5685,651,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,3,17.09.2021,5298,614,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,3,17.09.2021,8614,912,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,3,17.09.2021,6038,702,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,3,17.09.2021,6152,555,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,3,17.09.2021,5714,614,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,3,17.09.2021,8334,1241,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,3,17.09.2021,7610,949,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,3,17.09.2021,5298,585,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,3,17.09.2021,6488,638,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,3,17.09.2021,7908,970,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,3,17.09.2021,7092,843,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,3,17.09.2021,7212,769,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,3,17.09.2021,6694,621,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,3,17.09.2021,5710,554,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,3,17.09.2021,5617,463,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,3,17.09.2021,9067,853,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,3,17.09.2021,10277,1488,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,3,17.09.2021,6582,491,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,3,17.09.2021,10609,1119,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,3,17.09.2021,5314,576,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,3,17.09.2021,7053,645,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,3,17.09.2021,4844,657,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,3,17.09.2021,5287,512,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,3,17.09.2021,6724,733,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,3,17.09.2021,8145,984,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,3,17.09.2021,9648,684,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,3,17.09.2021,5862,594,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,3,17.09.2021,5198,493,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,3,17.09.2021,5132,635,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,3,17.09.2021,4522,604,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,3,17.09.2021,11104,1217,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,3,17.09.2021,6882,595,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,3,17.09.2021,7617,853,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,3,17.09.2021,5113,378,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,3,17.09.2021,8095,1005,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,3,17.09.2021,3823,385,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,3,17.09.2021,7472,595,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,3,17.09.2021,3709,326,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,2,16.09.2021,4381,511,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,2,16.09.2021,6207,663,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,2,16.09.2021,8607,879,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,2,16.09.2021,9140,1223,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,2,16.09.2021,5438,621,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,2,16.09.2021,5947,643,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,2,16.09.2021,11201,1182,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,2,16.09.2021,7046,772,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,2,16.09.2021,7089,646,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,2,16.09.2021,6124,634,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,2,16.09.2021,8144,1214,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,2,16.09.2021,8632,966,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,2,16.09.2021,6211,694,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,2,16.09.2021,6226,614,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,2,16.09.2021,9340,1106,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,2,16.09.2021,9010,1011,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,2,16.09.2021,7525,764,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,2,16.09.2021,7774,694,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,2,16.09.2021,6415,576,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,2,16.09.2021,6336,546,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,2,16.09.2021,10465,902,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,2,16.09.2021,11821,1672,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,2,16.09.2021,7052,555,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,2,16.09.2021,11751,1234,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,2,16.09.2021,6678,735,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,2,16.09.2021,9022,751,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,2,16.09.2021,6319,850,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,2,16.09.2021,6105,564,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,2,16.09.2021,8932,850,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,2,16.09.2021,8588,1089,Tak,Tak,Nie,Nie,c,Podstawowy,2240
35,2,16.09.2021,11412,815,Tak,Tak,Nie,Nie,d,Rozszerzony,7660
37,2,16.09.2021,6399,657,Tak,Tak,Nie,Nie,c,Podstawowy,4230
38,2,16.09.2021,7020,551,Tak,Tak,Nie,Nie,d,Podstawowy,1090
39,2,16.09.2021,5456,668,Tak,Tak,Nie,Nie,a,Podstawowy,260
40,2,16.09.2021,5893,732,Tak,Tak,Nie,Nie,a,Podstawowy,180
42,2,16.09.2021,10773,1136,Tak,Tak,Nie,Nie,a,Rozszerzony,290
43,2,16.09.2021,8542,667,Tak,Tak,Nie,Nie,d,Podstawowy,4880
44,2,16.09.2021,7997,877,Tak,Tak,Nie,Nie,a,Podstawowy,540
45,2,16.09.2021,5058,374,Tak,Tak,Nie,Nie,d,Podstawowy,9710
47,2,16.09.2021,8020,987,Tak,Tak,Nie,Nie,a,Rozszerzony,270
48,2,16.09.2021,4435,428,Tak,Tak,Nie,Nie,a,Podstawowy,1060
49,2,16.09.2021,8721,641,Tak,Tak,Nie,Nie,d,Rozszerzony,18010
50,2,16.09.2021,4666,347,Tak,Tak,Nie,Nie,d,Podstawowy,6260
1,1,15.09.2021,4611,545,Tak,Tak,Nie,Nie,c,Podstawowy,1270
2,1,15.09.2021,6997,735,Tak,Tak,Nie,Nie,a,Podstawowy,570
3,1,15.09.2021,10098,977,Tak,Tak,Nie,Nie,a,Podstawowy,14130
4,1,15.09.2021,11450,1471,Tak,Tak,Nie,Nie,c,Rozszerzony,620
5,1,15.09.2021,7797,735,Tak,Tak,Nie,Nie,a,Podstawowy,29910
6,1,15.09.2021,6826,738,Tak,Tak,Nie,Nie,a,Podstawowy,310
7,1,15.09.2021,11534,1121,Tak,Tak,Nie,Nie,a,Rozszerzony,24000
8,1,15.09.2021,8513,895,Tak,Tak,Nie,Nie,a,Podstawowy,7520
9,1,15.09.2021,9517,800,Tak,Tak,Nie,Nie,a,Rozszerzony,2030
10,1,15.09.2021,7583,766,Tak,Tak,Nie,Nie,a,Podstawowy,3160
11,1,15.09.2021,9531,1295,Tak,Tak,Nie,Nie,a,Rozszerzony,960
12,1,15.09.2021,11150,1151,Tak,Tak,Nie,Nie,a,Rozszerzony,1070
14,1,15.09.2021,7621,770,Tak,Tak,Nie,Nie,a,Podstawowy,1300
15,1,15.09.2021,8315,753,Tak,Tak,Nie,Nie,d,Rozszerzony,4110
16,1,15.09.2021,10679,1126,Tak,Tak,Nie,Nie,a,Rozszerzony,3270
17,1,15.09.2021,10743,1107,Tak,Tak,Nie,Nie,a,Podstawowy,50
18,1,15.09.2021,9193,914,Tak,Tak,Nie,Nie,d,Rozszerzony,13840
19,1,15.09.2021,9408,828,Tak,Tak,Nie,Nie,a,Rozszerzony,3240
21,1,15.09.2021,9813,742,Tak,Tak,Nie,Nie,c,Rozszerzony,550
23,1,15.09.2021,8124,625,Tak,Tak,Nie,Nie,d,Podstawowy,4060
24,1,15.09.2021,13285,1080,Tak,Tak,Nie,Nie,a,Rozszerzony,4590
25,1,15.09.2021,12388,1711,Tak,Tak,Nie,Nie,c,Podstawowy,430
26,1,15.09.2021,10326,776,Tak,Tak,Nie,Nie,d,Podstawowy,2300
27,1,15.09.2021,13715,1317,Tak,Tak,Nie,Nie,a,Podstawowy,60
28,1,15.09.2021,8079,850,Tak,Tak,Nie,Nie,a,Podstawowy,1200
29,1,15.09.2021,12321,898,Tak,Tak,Nie,Nie,d,Rozszerzony,2170
30,1,15.09.2021,6642,855,Tak,Tak,Nie,Nie,a,Podstawowy,40
31,1,15.09.2021,6145,625,Tak,Tak,Nie,Nie,d,Rozszerzony,9800
33,1,15.09.2021,10080,970,Tak,Tak,Nie,Nie,a,Rozszerzony,1320
34,1,15.09.2021,9431,1107,Tak,Tak,Nie,Nie,c,Podstawowy,2240
